step,t_old,t_new,dt,Rd,mpp,A_if,m_dot,m_evap_cum,m_drop,m_drop0,mass_closure_err,Ts,Tg0,Tg_min,Tg_max,Tg_if,Tl_if,sumYg0,cp_g0,k_g0,Yg0_NC12H26,Yg_eq_NC12H26
151,0.0001499999999999997,0.00015099999999999969,1e-06,0.00010000000364106631,7.5976076842143496e-06,1.2566371529458965e-07,9.547436089490985e-13,4.0917922881071667e-16,3.1290494712355717e-09,3.1179754634843987e-09,1.10744169304017e-11,284.7732572795323,305.25692269575245,305.25692269575245,900.0000000000016,305.25692269575245,286.34702355343876,1.0,1039.8391190240275,0.02681285115330461,5.268941630890188e-05,0.0003297413601351156
152,0.00015099999999999969,0.00015199999999999968,1e-06,0.00010000000363105159,7.556003257481819e-06,1.2566371526941988e-07,9.495154419230044e-13,4.101313583361527e-16,3.12908844421837e-09,3.1179754634843987e-09,1.1113390865329749e-11,284.7436052720582,305.2086597919608,305.2086597919608,900.0000000000016,305.2086597919608,286.31568490506004,1.0,1039.837730086203,0.026809990261983933,5.254811442661984e-05,0.000328830530229798
153,0.00015199999999999968,0.00015299999999999968,1e-06,0.00010000000362109194,7.514696036304498e-06,1.2566371524438857e-07,9.44324622854304e-13,4.1107827836854136e-16,3.129127345887514e-09,3.1179754634843987e-09,1.1152293481393481e-11,284.7139767974834,305.16061901791227,305.16061901791227,900.0000000000016,305.16061901791227,286.2843864337444,1.0,1039.8363487539284,0.02680714267473539,5.240724362943893e-05,0.00032792270343087195
154,0.00015299999999999968,0.00015399999999999968,1e-06,0.00010000000361118694,7.473684521491928e-06,1.256637152194946e-07,9.391709633491064e-13,4.1202002616164308e-16,3.1291661766104775e-09,3.1179754634843987e-09,1.1191125146105104e-11,284.68437232572114,305.1127975261435,305.1127975261435,900.0000000000016,305.1127975261435,286.25312833482985,1.0,1039.8349749327042,0.026804308220953157,5.2266804857019754e-05,0.00032701788357247785
155,0.00015399999999999968,0.00015499999999999967,1e-06,0.00010000000360133621,7.432967187533662e-06,1.2566371519473698e-07,9.340542717060552e-13,4.1295663877917067e-16,3.129204936747816e-09,3.1179754634843987e-09,1.1229886220056224e-11,284.65479232204444,305.0651925400438,305.0651925400438,900.0000000000016,305.0651925400438,286.22191080532997,0.9999999999999999,1039.8336085303786,0.026801486734269547,5.212679901703456e-05,0.0003261160742421979
156,0.00015499999999999967,0.00015599999999999967,1e-06,0.00010000000359153936,7.392542482141163e-06,1.2566371517011482e-07,9.289743528587607e-13,4.138881530914531e-16,3.129243626653489e-09,3.1179754634843987e-09,1.1268577057243331e-11,284.62523724675515,305.01780135136096,305.01780135136096,900.0000000000016,305.01780135136096,286.1907340434171,1.0,1039.8322494569195,0.026798678052405562,5.1987226983622784e-05,0.0003252172787737242
157,0.00015599999999999967,0.00015699999999999967,1e-06,0.00010000000358179598,7.352408829361903e-06,1.2566371514562704e-07,9.239310087671274e-13,4.14814605772266e-16,3.1292822466751654e-09,3.1179754634843987e-09,1.1307198005372624e-11,284.5957075548814,304.97062131780706,304.97062131780706,900.0000000000016,304.97062131780706,286.1595982479413,0.9999999999999999,1039.8308976244864,0.02679588201703171,5.1848089595693124e-05,0.0003243215002405189
158,0.00015699999999999967,0.00015799999999999967,1e-06,0.00010000000357210572,7.3125646290932825e-06,1.2566371512127276e-07,9.189240383562739e-13,4.1573603329582773e-16,3.129320797154523e-09,3.1179754634843987e-09,1.1345749406157791e-11,284.5662036959006,304.92364986076353,304.92364986076353,900.0000000000016,304.92364986076353,286.1285036179809,1.0,1039.8295529472055,0.026793098473624474,5.170938765573322e-05,0.00032342874145036243
159,0.00015799999999999967,0.00015899999999999966,1e-06,0.00010000000356246816,7.273008260136848e-06,1.2566371509705092e-07,9.139532379003348e-13,4.1665247193395604e-16,3.129359278427512e-09,3.1179754634843987e-09,1.1384231595585121e-11,284.536726113488,304.87688446308186,304.87688446308186,900.0000000000016,304.87688446308186,286.09745035242565,1.0,1039.8282153412458,0.026790327271338815,5.157112192843432e-05,0.00032253900494078866
160,0.00015899999999999966,0.00015999999999999966,1e-06,0.00010000000355288294,7.23373807967171e-06,1.2566371507296064e-07,9.090184009562913e-13,4.1756395775338434e-16,3.1293976908246414e-09,3.1179754634843987e-09,1.1422644904200536e-11,284.50727524528975,304.8303226669717,304.8303226669717,900.0000000000016,304.8303226669717,286.0664386495878,1.0,1039.8268847246097,0.02678756826288199,5.1433293139805656e-05,0.00032165229297533455
161,0.00015999999999999966,0.00016099999999999966,1e-06,0.00010000000354334966,7.194752426243695e-06,1.256637150490009e-07,9.041193187395954e-13,4.1847052661323226e-16,3.129436034671202e-09,3.1179754634843987e-09,1.1460989657330035e-11,284.4778515227167,304.7839620719753,304.7839620719753,900.0000000000016,304.7839620719753,286.0354687068423,1.0,1039.8255610172057,0.026784821304391013,5.129590197609327e-05,0.000320768607540504
162,0.00016099999999999966,0.00016199999999999966,1e-06,0.00010000000353386795,7.156049619204225e-06,1.2566371502517073e-07,8.992557800536612e-13,4.193722141626289e-16,3.129474310287527e-09,3.1179754634843987e-09,1.1499266175342323e-11,284.4484553707602,304.737800333025,304.737800333025,900.0000000000015,304.737800333025,286.00454072029237,0.9999999999999999,1039.8242441406446,0.02678208625531716,5.1158949083156975e-05,0.0003198879503434537
163,0.00016199999999999966,0.00016299999999999965,1e-06,0.00010000000352443745,7.11762796162678e-06,1.2566371500146932e-07,8.944275716563567e-13,4.202690558384839e-16,3.129512517989203e-09,3.1179754634843987e-09,1.1537474773860158e-11,284.4190872078277,304.69183515857867,304.69183515857867,900.0000000000015,304.69183515857867,285.97365488446053,1.0,1039.8229340183254,0.026779362978313914,5.102243506564159e-05,0.0003190103228103359
164,0.00016299999999999965,0.00016399999999999965,1e-06,0.00010000000351505776,7.079485739705613e-06,1.2566371497789557e-07,8.896344781844423e-13,4.211610868634043e-16,3.12955065808729e-09,3.1179754634843987e-09,1.1575615763977896e-11,284.3897474455961,304.64606430882895,304.64606430882895,900.0000000000015,304.64606430882895,285.94281139200257,0.9999999999999999,1039.8216305752317,0.026776651339131152,5.0886360486592664e-05,0.00031813572608520454
165,0.00016399999999999965,0.00016499999999999965,1e-06,0.00010000000350572852,7.041621225604547e-06,1.2566371495444866e-07,8.848762825115652e-13,4.220483422437523e-16,3.12958873088852e-09,3.1179754634843987e-09,1.1613689452463326e-11,284.36043648888335,304.6004855939847,304.6004855939847,900.0000000000015,304.6004855939847,285.9120104334443,1.0,1039.8203337380198,0.026773951206511534,5.075072586684285e-05,0.00031726416102952504
166,0.00016499999999999965,0.00016599999999999964,1e-06,0.00010000000349644936,7.004032676810806e-06,1.256637149311276e-07,8.801527656670557e-13,4.229308567678416e-16,3.129626736695489e-09,3.1179754634843987e-09,1.1651696141947091e-11,284.33115473553636,304.555096872622,304.555096872622,900.0000000000015,304.555096872622,285.8812521969387,1.0,1039.819043434824,0.026771262452092298,5.0615531684833424e-05,0.00031639562822217146
167,0.00016599999999999964,0.00016699999999999964,1e-06,0.00010000000348721992,6.9667183389152445e-06,1.2566371490793147e-07,8.754637071853032e-13,4.238086650042678e-16,3.1296646758068456e-09,3.1179754634843987e-09,1.1689636131111704e-11,284.30190257633404,304.50989605009875,304.50989605009875,900.0000000000015,304.50989605009875,285.8505368680434,1.0,1039.8177595953475,0.026768584950309534,5.048077837619449e-05,0.00031553012795992126
168,0.00016699999999999964,0.00016799999999999964,1e-06,0.00010000000347803984,6.929676444923146e-06,1.256637148848594e-07,8.708088850191483e-13,4.2468180130037005e-16,3.1297025485174566e-09,3.1179754634843987e-09,1.1727509714859047e-11,284.272680394905,304.46488107703334,304.46488107703334,900.0000000000015,304.46488107703334,285.81986462951625,1.0,1039.816482150672,0.0267659185783089,5.034646633374094e-05,0.00031466766025838
169,0.00016799999999999964,0.00016899999999999964,1e-06,0.00010000000346890873,6.89290521796291e-06,1.2566371486191042e-07,8.661880758802656e-13,4.2555029978081976e-16,3.129740355118567e-09,3.1179754634843987e-09,1.1765317184467952e-11,284.24348856765863,304.42004994784213,304.42004994784213,900.0000000000015,304.42004994784213,285.78923566112866,0.9999999999999999,1039.8152110333535,0.026763263215856564,5.021259590722075e-05,0.00031380822485331365
170,0.00016899999999999964,0.00016999999999999963,1e-06,0.00010000000345982626,6.856402870556244e-06,1.2566371483908368e-07,8.616010551474546e-13,4.2641419434633363e-16,3.1297780958979693e-09,3.1179754634843987e-09,1.1803058827765011e-11,284.2143274637293,304.3754006993357,304.3754006993357,900.0000000000015,304.3754006993357,285.75865013949607,1.0,1039.8139461772325,0.026760618745255784,5.0079167403461006e-05,0.000312951821202376
171,0.00016999999999999963,0.00017099999999999963,1e-06,0.00010000000345079207,6.820167607251692e-06,1.2566371481637827e-07,8.570475971975776e-13,4.2727351867250615e-16,3.1298157711401364e-09,3.1179754634843987e-09,1.1840734929256515e-11,284.1851974449324,304.33093140936796,304.33093140936796,900.0000000000015,304.33093140936796,285.72810823792287,1.0,1039.812687517539,0.026757985051268172,4.9946181086263524e-05,0.0003120984484871624
172,0.00017099999999999963,0.00017199999999999963,1e-06,0.00010000000344180578,6.784197623858995e-06,1.2566371479379327e-07,8.525274753093468e-13,4.281283062087596e-16,3.129853381126368e-09,3.1179754634843987e-09,1.1878345770275688e-11,284.1560988657304,304.2866401955387,304.2866401955387,900.0000000000015,304.2866401955387,285.6976101262633,1.0,1039.8114349907028,0.02675536202103201,4.981363717668075e-05,0.00031124810561557
173,0.00017199999999999963,0.00017299999999999962,1e-06,0.00010000000343286707,6.748491110008712e-06,1.2566371477132784e-07,8.480404619849764e-13,4.2897859017740676e-16,3.1298909261349238e-09,3.1179754634843987e-09,1.1915891629115041e-11,284.1270320732116,304.2425252139476,304.2425252139476,900.0000000000015,304.2425252139476,285.6671559707955,1.0,1039.8101885344595,0.026752749543991705,4.968153585303131e-05,0.00031040079122448606
174,0.00017299999999999962,0.00017399999999999962,1e-06,0.00010000000342397557,6.713046248342232e-06,1.2566371474898108e-07,8.435863288483957e-13,4.2982440357282346e-16,3.1299284064411385e-09,3.1179754634843987e-09,1.1953372781143413e-11,284.097997407077,304.19858465799376,304.19858465799376,900.0000000000015,304.19858465799376,285.63674593410894,1.0000000000000002,1039.808948087669,0.026750147511822746,4.954987725129247e-05,0.0003095565036827264
175,0.00017399999999999962,0.00017499999999999962,1e-06,0.00010000000341513094,6.6778612170118215e-06,1.2566371472675207e-07,8.391648469594149e-13,4.3066577916072736e-16,3.1299658223175538e-09,3.1179754634843987e-09,1.1990789498934186e-11,284.0689951996359,304.15481675722333,304.15481675722333,900.0000000000015,304.15481675722333,285.60638017500366,1.0,1039.8077135904205,0.026747555818366665,4.941866146522373e-05,0.00030871524109416914
176,0.00017499999999999962,0.00017599999999999962,1e-06,0.00010000000340633282,6.642934188825109e-06,1.2566371470464e-07,8.347757867062177e-13,4.3150274947756016e-16,3.1300031740340213e-09,3.1179754634843987e-09,1.2028142052371993e-11,284.04002577581156,304.11121977622,304.11121977622,900.0000000000015,304.11121977622,285.57605884840183,1.0,1039.8064849838581,0.02674497435956119,4.928788854684464e-05,0.00030787700130118374
177,0.00017599999999999962,0.0001769999999999996,1e-06,0.00010000000339758089,6.608263333672876e-06,1.2566371468264397e-07,8.30418918110446e-13,4.323353468299685e-16,3.1300404618578142e-09,3.1179754634843987e-09,1.2065430708762317e-11,284.01108945315315,304.0677920135383,304.0677920135383,900.0000000000015,304.0677920135383,285.5457821052692,1.0,1039.805262210286,0.026742403033378208,4.915755850665469e-05,0.0003070417818881861
178,0.0001769999999999996,0.0001779999999999996,1e-06,0.00010000000338887481,6.573846817641928e-06,1.2566371466076326e-07,8.260940107157218e-13,4.331636032943816e-16,3.1300776860537234e-09,3.1179754634843987e-09,1.2102655732927857e-11,283.9821865418568,304.0245318006772,304.0245318006772,900.0000000000015,304.0245318006772,285.51555009254787,1.0,1039.8040452129935,0.026739841739760864,4.9027671314190215e-05,0.0003062095801854388
179,0.0001779999999999996,0.0001789999999999996,1e-06,0.00010000000338021422,6.539682805375605e-06,1.256637146389968e-07,8.218008338842742e-13,4.3398755071668164e-16,3.1301148468841524e-09,3.1179754634843987e-09,1.2139817387304484e-11,283.9533173447915,303.9814375010922,303.9814375010922,900.0000000000015,303.9814375010922,285.4853629530976,1.0,1039.802833936369,0.026737290380568112,4.889822689831895e-05,0.00030538039327294763
180,0.0001789999999999996,0.0001799999999999996,1e-06,0.0001000000033715988,6.5057694591484644e-06,1.2566371461734387e-07,8.175391566806642e-13,4.348072207119641e-16,3.130151944609213e-09,3.1179754634843987e-09,1.2176915932034712e-11,283.924482157533,303.93850750924435,303.93850750924435,900.0000000000015,303.93850750924435,285.4552208256465,1.0,1039.8016283257257,0.026734748859512728,4.876922514786421e-05,0.0003045542179845395
181,0.0001799999999999996,0.0001809999999999996,1e-06,0.00010000000336302822,6.472104941162862e-06,1.2566371459580366e-07,8.133087481603805e-13,4.3562264466438463e-16,3.130188979486809e-09,3.1179754634843987e-09,1.2213951625054547e-11,283.8956812684025,303.8957402496859,303.8957402496859,900.0000000000015,303.8957402496859,285.4251238447507,1.0,1039.8004283274147,0.026732217082111633,4.8640665911958505e-05,0.00030373105091205025
182,0.0001809999999999996,0.0001819999999999996,1e-06,0.00010000000335450215,6.438687412585973e-06,1.2566371457437532e-07,8.091093772488268e-13,4.3643385372708923e-16,3.1302259517727095e-09,3.1179754634843987e-09,1.2250924722164631e-11,283.86691495851125,303.8531341761777,303.8531341761777,900.0000000000015,303.8531341761777,285.39507214076053,1.0,1039.7992338886568,0.026729694955628013,4.851254900072617e-05,0.0003029108884096286
183,0.0001819999999999996,0.0001829999999999996,1e-06,0.00010000000334602026,6.405515035788854e-06,1.25663714553058e-07,8.049408130226916e-13,4.3724087882222497e-16,3.130262861720635e-09,3.1179754634843987e-09,1.2287835477115439e-11,283.83818350181014,303.8106877708425,303.8106877708425,900.0000000000015,303.8106877708425,285.36506583979553,1.0,1039.7980449576546,0.026727182389027437,4.838487418568623e-05,0.0003020937265981289
184,0.0001829999999999996,0.0001839999999999996,1e-06,0.00010000000333758222,6.37258597334495e-06,1.256637145318509e-07,8.008028245840971e-13,4.3804375064102835e-16,3.130299709582324e-09,3.1179754634843987e-09,1.2324684141675933e-11,283.80948716514416,303.76839954334537,303.76839954334537,900.0000000000015,303.76839954334537,285.3351050637256,1.0,1039.7968614834276,0.02672467929292016,4.825764120047936e-05,0.00030127956136960634
185,0.0001839999999999996,0.0001849999999999996,1e-06,0.0001000000033291877,6.339898390212465e-06,1.2566371451075317e-07,7.966951813348427e-13,4.388424996439878e-16,3.130336495607602e-09,3.1179754634843987e-09,1.2361470965703049e-11,283.78082620831043,303.7262680301097,303.7262680301097,900.0000000000015,303.7262680301097,285.3051899301588,1.0,1039.7956834159302,0.026722185579524126,4.8130849741313936e-05,0.0003004683883918538
186,0.0001849999999999996,0.0001859999999999996,1e-06,0.0001000000033208364,6.307450452700339e-06,1.2566371448976406e-07,7.926176528464685e-13,4.3963715606107846e-16,3.1303732200444486e-09,3.1179754634843987e-09,1.23981961972058e-11,283.7522008841204,303.6842917935539,303.6842917935539,900.0000000000015,303.6842917935539,285.2753205524348,1.0,1039.794510705881,0.026719701162609875,4.8004499467726154e-05,0.0002996602031130099
187,0.0001859999999999996,0.00018699999999999959,1e-06,0.00010000000331252798,6.275240330591031e-06,1.256637144688827e-07,7.885700091270084e-13,4.404277498920652e-16,3.1304098831390557e-09,3.1179754634843987e-09,1.2434860082406903e-11,283.723611438466,303.64246942136504,303.64246942136504,900.0000000000015,303.64246942136504,285.24549703962447,1.0,1039.7933433048872,0.026717225957463387,4.787859000305692e-05,0.0002988550007662241
188,0.00018699999999999959,0.00018799999999999958,1e-06,0.00010000000330426214,6.243266196076284e-06,1.256637144481084e-07,7.845520204872582e-13,4.412143109068723e-16,3.1304464851358905e-09,3.1179754634843987e-09,1.2471462865802749e-11,283.6950581103889,303.600799525792,303.600799525792,900.0000000000015,303.600799525792,285.21571949653446,0.9999999999999999,1039.7921811652773,0.026714759880842903,4.775312093524208e-05,0.00029805277637435433
189,0.00018799999999999958,0.00018899999999999958,1e-06,0.00010000000329603858,6.211526225827109e-06,1.2566371442744033e-07,7.805634578008941e-13,4.419968686460164e-16,3.1304830262777416e-09,3.1179754634843987e-09,1.250800479021138e-11,283.6665411321519,303.5592807429649,303.5592807429649,900.0000000000015,303.5592807429649,285.18598802371673,1.0,1039.791024240222,0.02671230285093415,4.762809181731427e-05,0.000297253524754668
190,0.00018899999999999958,0.00018999999999999958,1e-06,0.00010000000328785697,6.180018599898829e-06,1.256637144068777e-07,7.766040923668787e-13,4.427754524211003e-16,3.1305195068057765e-09,3.1179754634843987e-09,1.2544486096829977e-11,283.6380607293151,303.51791173224376,303.51791173224376,900.0000000000015,303.51791173224376,285.1563027174825,1.0,1039.7898724835745,0.02670985478731825,4.7503502168208535e-05,0.0002964572405236294
191,0.00018999999999999958,0.00019099999999999957,1e-06,0.000100000003279717,6.148741503747086e-06,1.2566371438641971e-07,7.726736961627987e-13,4.4355009131536513e-16,3.130555926959587e-09,3.1179754634843987e-09,1.2580907025279528e-11,283.60961712081115,303.4766911755827,303.4766911755827,900.0000000000015,303.4766911755827,285.12666366992045,0.9999999999999999,1039.788725849988,0.02670741561092635,4.737935147328968e-05,0.00029566391810159545
192,0.00019099999999999957,0.00019199999999999957,1e-06,0.00010000000327161837,6.117693127110573e-06,1.2566371436606564e-07,7.687720417044659e-13,4.443208141842987e-16,3.1305922869772423e-09,3.1179754634843987e-09,1.261726781365777e-11,283.5812105190264,303.435617776924,303.435617776924,900.0000000000015,303.435617776924,285.0970709689185,1.0,1039.7875842947578,0.026704985244009313,4.72556391851641e-05,0.0002948735517176233
193,0.00019199999999999957,0.00019299999999999957,1e-06,0.00010000000326356079,6.086871665969079e-06,1.2566371434581473e-07,7.648989022919717e-13,4.45087649656297e-16,3.1306285870953227e-09,3.1179754634843987e-09,1.2653568698573512e-11,283.5528411298808,303.3946902616083,303.3946902616083,900.0000000000015,303.3946902616083,285.06752469818974,1.0,1039.7864477739442,0.026702563610099712,4.7132364724222106e-05,0.00029408613541418636
194,0.00019299999999999957,0.00019399999999999957,1e-06,0.00010000000325554392,6.056275321405503e-06,1.2566371432566614e-07,7.610540518666831e-13,4.458506261333763e-16,3.130664827548967e-09,3.1179754634843987e-09,1.2689809915194203e-11,283.5245091529119,303.35390737580735,303.35390737580735,900.0000000000015,303.35390737580735,285.03802493730154,1.0,1039.7853162442134,0.026700150633976967,4.7009527479459834e-05,0.0002933016630519469
195,0.00019399999999999957,0.00019499999999999956,1e-06,0.0001000000032475675,6.02590230151647e-06,1.2566371430561923e-07,7.572372652513391e-13,4.466097717919353e-16,3.1307010085719096e-09,3.1179754634843987e-09,1.2725991697282738e-11,283.4962147813591,303.31326788597823,303.31326788597823,900.0000000000015,303.31326788597823,285.00857176170734,1.0,1039.78418966296,0.02669774624163826,4.6887126809025635e-05,0.00029252012831447417
196,0.00019499999999999956,0.00019599999999999956,1e-06,0.00010000000323963121,5.995750820247356e-06,1.2566371428567314e-07,7.534483180036541e-13,4.473651145835628e-16,3.130737130396517e-09,3.1179754634843987e-09,1.2762114277233029e-11,283.4679582022488,303.272770578333,303.272770578333,900.0000000000015,303.272770578333,284.9791652427815,1.0,1039.7830679881508,0.026695350360261556,4.676516204104952e-05,0.0002917415247129363
197,0.00019599999999999956,0.00019699999999999956,1e-06,0.00010000000323173478,5.965819099261278e-06,1.2566371426582724e-07,7.49686986651184e-13,4.481166822358902e-16,3.130773193253826e-09,3.1179754634843987e-09,1.2798177886109707e-11,283.43973959648275,303.2324142583296,303.2324142583296,900.0000000000015,303.2324142583296,284.949805447857,1.0,1039.7819511784503,0.026692962918181986,4.664363247418532e-05,0.0002909658455908148
198,0.00019699999999999956,0.00019799999999999955,1e-06,0.0001000000032238779,5.936105366745606e-06,1.2566371424608075e-07,7.459530485413462e-13,4.488645022534865e-16,3.1308091973735684e-09,3.1179754634843987e-09,1.2834182753672115e-11,283.4115591389248,303.1921977501779,303.1921977501779,900.0000000000016,303.1921977501779,284.92049244026504,1.0,1039.7808391930619,0.026690583844855294,4.65225373784473e-05,0.0002901930841285227
199,0.00019799999999999955,0.00019899999999999955,1e-06,0.0001000000032160603,5.906607859243032e-06,1.2566371422643298e-07,7.422462820715194e-13,4.49608601918793e-16,3.1308451429842084e-09,3.1179754634843987e-09,1.2870129108411525e-11,283.38341699849025,303.15211989636555,303.15211989636555,900.0000000000016,303.15211989636555,284.891226279377,1.0,1039.7797319918568,0.026688213070834153,4.640187599574711e-05,0.00028942323334803477
200,0.00019899999999999955,0.00019999999999999955,1e-06,0.00010000000320828167,5.8773248204369185e-06,1.2566371420688317e-07,7.385664665364058e-13,4.50349008293097e-16,3.1308810303129668e-09,3.1179754634843987e-09,1.2906017177576373e-11,283.3553133382351,303.11217955719644,303.11217955719644,900.0000000000016,303.11217955719644,284.8620070206486,1.0,1039.7786295352178,0.02668585052773816,4.6281647540724396e-05,0.00028865628611745973
201,0.00019999999999999955,0.00020099999999999955,1e-06,0.00010000000320054174,5.84825450293711e-06,1.2566371418743058e-07,7.349133823524428e-13,4.510857482175414e-16,3.130916859585859e-09,3.1179754634843987e-09,1.294184718720865e-11,283.3272483154457,303.0723756103474,303.0723756103474,900.0000000000016,303.0723756103474,284.83283471566534,1.0,1039.777531784164,0.02668349614822905,4.6161851201284175e-05,0.00028789223515556206
